Spot Price,Strike Price,Volatility,Interest Rate,Time to Maturity (Days),Option Type,Expiry Date
1.2218991700357802,1.094265500637418,0.21930169121437204,0.02903235627167254,155,Call,2025-09-20
1.1401859424546745,1.181375020328575,0.13389523713144819,0.019918470203276434,233,Call,2025-12-07
1.0565096593705043,1.0757457785303592,0.2118854197408764,0.03713003942284056,198,Call,2025-11-02
1.0846589238179367,1.158375720639414,0.058584526131957575,0.0017355872123532125,57,Call,2025-06-14
1.213612095807931,1.173425432728189,0.10378360129673932,0.03300127493806975,22,Call,2025-05-10
1.1556073206553477,1.242585116705655,0.08420964019155408,0.0033652184369406535,188,Put,2025-10-23
1.1586074379202558,1.0786355217574606,0.06395009824245035,0.019705742761343722,323,Put,2026-03-07
1.2202543399316117,1.2403006201013107,0.12380401519078317,0.04161879243847877,77,Call,2025-07-04
1.2084628892391034,1.203834992369601,0.0845779811108344,0.026669915562147446,137,Call,2025-09-02
1.1564441095148088,1.0559875747518561,0.16154835565796055,0.012160266937289983,309,Call,2026-02-21
1.2173582242625656,1.1078375281425406,0.16870119862312227,0.02540075678208513,245,Put,2025-12-19
1.2388289024174053,1.054660332016931,0.16708618558294805,0.03836355233623845,225,Call,2025-11-29
1.2112266866934474,1.2272713614806074,0.19662576151554867,0.04467976237499658,30,Put,2025-05-18
1.1660701048510838,1.1908117040661794,0.20836233550601638,0.00768518543296734,334,Call,2026-03-18
1.1241414838390444,1.26043232017126,0.10893717859528607,0.004311713348207991,179,Put,2025-10-14
1.227628986242133,1.2822525649421528,0.057993575179177276,0.0436574114197218,180,Call,2025-10-15
1.2270254248972357,1.2287670490458886,0.19728466405845402,9.682467419688812e-05,51,Put,2025-06-08
1.1680338556178205,1.0584540591280982,0.24124098054755225,0.0001867965054781262,254,Call,2025-12-28
1.1408769681118933,1.0648899739861808,0.056677121349383054,0.024154904011760778,323,Call,2026-03-07
1.1761671219239216,1.1401245002871938,0.2181851201979963,0.006810258750200859,47,Call,2025-06-04
1.060698483757037,1.1953953668417854,0.07218364524811316,0.02509224114166747,42,Call,2025-05-30
1.2373396532266177,1.1805858587656406,0.20528968629317362,0.03597813822098367,199,Put,2025-11-03
1.1431336036636937,1.252372984828515,0.08425182082715815,0.03226237136884116,214,Put,2025-11-18
1.139364152411891,1.2841256370037735,0.07647046855868418,0.039930948498932466,87,Call,2025-07-14
1.2346274618012778,1.175752337030768,0.07348111503202658,0.017357008408389392,144,Put,2025-09-09
1.1404114778110497,1.0812188722190554,0.159397213236538,0.007662691336549055,149,Call,2025-09-14
1.1770908866902894,1.1731028282213434,0.19790550830641018,0.04242912305188474,89,Call,2025-07-16
1.2248347192328888,1.232325823113203,0.1013963155005002,0.017985773986139698,160,Put,2025-09-25
1.1253317644787657,1.1132915603560631,0.06756421410319036,0.02135814365635069,269,Call,2026-01-12
1.1578132564485593,1.296441706015927,0.14623883065588336,0.022101445040925424,71,Put,2025-06-28
1.0767154124190177,1.1340879530186947,0.11711823575865701,0.04618283830963192,358,Call,2026-04-11
1.0557785370583543,1.2739098613063025,0.22500712790885624,0.0016044874610245787,67,Put,2025-06-24
1.0816519000405567,1.0958916539818475,0.2448565930762247,0.0356748584117145,138,Call,2025-09-03
1.1711834671817813,1.2552309936713422,0.17487284691388663,0.04748204943951354,37,Call,2025-05-25
1.2129161498741632,1.16733863340814,0.18505321651503415,0.04389507829093228,131,Call,2025-08-27
1.1277123056123355,1.22165001172588,0.18236322557849668,0.006721448249319167,267,Put,2026-01-10
1.2087822194832503,1.0792088032131155,0.2173862033410383,0.017413216561242485,304,Call,2026-02-16
1.0862599033719837,1.115811950232788,0.2314064204403746,0.0406878261581483,289,Call,2026-02-01
1.2259245479190302,1.1330090685178962,0.1457043915904164,0.045452363608619456,62,Call,2025-06-19
1.215728457023807,1.2088595090536127,0.12878936113804026,0.00020449716427173303,155,Put,2025-09-20
1.1534043886028633,1.2950224684973308,0.19506037154480727,0.002895450967005442,359,Put,2026-04-12
1.1198065111321769,1.1404723242291013,0.06701684223065206,0.0331188683857781,124,Put,2025-08-20
1.0729644253904802,1.28515797839338,0.07945182263453243,0.04052824384434864,201,Put,2025-11-05
1.2097063577427434,1.0714967349633502,0.22011834737498207,0.021090799971200988,176,Call,2025-10-11
1.1841882752667534,1.2278947219182175,0.16853165376432694,0.0004267402779704277,208,Put,2025-11-12
1.1036463239286853,1.192961773740859,0.21281927297008627,0.02748370666751935,296,Put,2026-02-08
1.0876669770285612,1.2060505318874313,0.18527569936582855,0.03567138722938576,343,Put,2026-03-27
1.1549435595272295,1.083905941188349,0.2397683900436102,0.040619023709603484,129,Call,2025-08-25
1.1253847383261695,1.193644652830099,0.06843710149112177,0.034915714026190835,290,Put,2026-02-02
1.2131515035352898,1.0507162372150007,0.1335377832932424,0.009913256960045426,234,Call,2025-12-08
1.1762849860528757,1.249399917838784,0.15751420690876158,0.03945652806978253,141,Put,2025-09-06
1.0639173734553353,1.2879827655695304,0.1933170389374976,0.03224512460259516,208,Call,2025-11-12
1.0634136625991293,1.0676721727936507,0.1996971815579156,0.008992323230271066,315,Put,2026-02-27
1.2343384471181433,1.115900121136034,0.08093137987983515,0.015680424559364164,79,Call,2025-07-06
1.0555345644584757,1.101123849258643,0.21746031843551308,0.04592338578811085,239,Call,2025-12-13
1.0874684816849822,1.1485742848023408,0.23191746377968636,0.04797067375225868,109,Put,2025-08-05
1.2400144627243377,1.1212137805679272,0.249834996456718,0.03601663101314293,146,Put,2025-09-11
1.094669955497713,1.2578834744140022,0.13535518959464254,0.04666106672889151,2,Put,2025-04-20
1.0764076609505173,1.1461157753057376,0.16602369998322306,0.010354096038668876,170,Put,2025-10-05
1.2013353184918698,1.1538798458888317,0.1451419784735153,0.04592462373251211,61,Put,2025-06-18
1.2216473723882066,1.0587460035612521,0.18329552230316928,0.034513870476317966,16,Put,2025-05-04
1.179515013427303,1.263789507244228,0.1965397305487363,0.03608926224823857,264,Put,2026-01-07
1.2096854146780684,1.280780081766426,0.20383818103896031,0.026091387661582977,274,Put,2026-01-17
1.2180091348349122,1.2180890214807765,0.20232381258207044,0.014542978819747438,75,Put,2025-07-02
1.1224483263624834,1.0848483045203392,0.1681358457337191,0.04041805784861432,344,Put,2026-03-28
1.214177562220021,1.1257649775161513,0.10991157137041785,0.0421504138272289,111,Put,2025-08-07
1.146598546717683,1.1717971808054826,0.16362218788419047,0.01160813891215523,266,Put,2026-01-09
1.0982763780888531,1.086018878348762,0.1419884072156262,0.028027237612063785,165,Call,2025-09-30
1.0653470295936127,1.0549438016683617,0.142078076483913,0.016898533232918844,82,Call,2025-07-09
1.1109922903841472,1.2404237687407402,0.08759685182340227,0.009272379243883655,257,Call,2025-12-31
1.0549536838047502,1.2834799134687906,0.24004156116165942,0.013845913476196188,224,Call,2025-11-28
1.1916761503747813,1.1075785435220387,0.23379909379465225,0.03959888967956829,89,Put,2025-07-16
1.1658530278707857,1.110552088794379,0.2128649983682528,0.026257633169327377,80,Call,2025-07-07
1.21072770648485,1.0962023878390497,0.10944018181900883,0.03392988163102348,125,Call,2025-08-21
1.1870719210638196,1.117260786985852,0.15782770406587754,0.03318170441843514,98,Put,2025-07-25
1.1454769314238644,1.20505937582893,0.16830640185639578,0.04261812161744459,214,Call,2025-11-18
1.102998230498291,1.0531359014094026,0.16928182599588815,0.029566814222740746,270,Put,2026-01-13
1.21392192349648,1.0666884309004094,0.2375546751191648,0.021631739752028867,101,Put,2025-07-28
1.1088756085653844,1.2099707637697106,0.07759524072184401,0.0389896139278464,151,Put,2025-09-16
1.2128745408199664,1.212437452568623,0.07840091414450522,0.005950283199446255,15,Put,2025-05-03
1.2156470262878514,1.1863173182026643,0.20401494026376898,0.001589075077148483,184,Put,2025-10-19
1.1311315025536217,1.2348735548770553,0.17795738605551117,0.01743444154523066,7,Call,2025-04-25
1.1781991571616899,1.2825194364621408,0.2460943848707755,0.04178026001543018,269,Put,2026-01-12
1.1303179069287193,1.2929045431148167,0.23973572369954235,0.028343032928005864,200,Call,2025-11-04
1.172905537717081,1.1846480464893465,0.13626108868257855,0.0011668146813245128,50,Call,2025-06-07
1.0857480028167301,1.187168571181849,0.10726109540382223,0.02653432819456671,136,Put,2025-09-01
1.1265017765843695,1.155637933067347,0.05409297492038179,0.006950788999179592,77,Call,2025-07-04
1.145703710769196,1.217665641129335,0.23492465199895823,0.018915759552850166,163,Put,2025-09-28
1.1609497595979033,1.2604404070720407,0.2385024685451753,0.007548394021903271,58,Call,2025-06-15
1.227794130249361,1.2751809934652414,0.06538131658422222,0.01717180354790276,79,Call,2025-07-06
1.1240402568772954,1.0713099083948916,0.14174674202654983,0.013084518910716976,356,Call,2026-04-09
1.1071649079013555,1.2569250014623625,0.12889986293640543,0.03716908064571212,287,Call,2026-01-30
1.0506218990753675,1.1265580106793045,0.14961410162959013,0.0452235753862104,125,Call,2025-08-21
1.2483227068130083,1.2933992527112719,0.08839506889022158,0.03757028506751671,76,Call,2025-07-03
1.0786643894418548,1.0827841570373051,0.06281778263274689,0.008407994948387542,74,Put,2025-07-01
1.1373764334808647,1.0718378296132383,0.22488139994726952,0.04280878215786051,69,Call,2025-06-26
1.1918596757079556,1.12400343728096,0.20796207411233836,0.006413388447339763,231,Put,2025-12-05
1.2317770362391884,1.1389098761416685,0.12060301246687107,0.04847561389391897,280,Call,2026-01-23
1.1317392747688462,1.2559859747190616,0.14256793220370115,0.04958964912274295,174,Put,2025-10-09
1.1151538596331567,1.2618619790864745,0.21997241448463944,0.04276765339374986,246,Call,2025-12-20
1.210090955643858,1.1973481654060638,0.06082341768605524,0.025636058752046376,81,Call,2025-07-08
1.1211572555176978,1.1945910769599766,0.17308661475295384,0.018190678897459855,180,Call,2025-10-15
1.197633844564954,1.259141931239798,0.15042453496026675,0.02010162502849407,255,Call,2025-12-29
1.0923140746471744,1.2334625953798235,0.07451791569626412,0.0468959986844164,30,Call,2025-05-18
1.1752763500317238,1.0716513234869,0.06823683722516238,0.02944266384800792,215,Put,2025-11-19
1.1837496162063315,1.204805396933962,0.09886255937120447,0.041004296407776114,255,Put,2025-12-29
1.137441686228356,1.1683360801237268,0.17934473234803047,0.0025353691188270914,180,Put,2025-10-15
1.1459735633214276,1.2706829656223997,0.12473836172844113,0.01690216799485354,288,Call,2026-01-31
1.1406986543604163,1.2199198476265813,0.21635162865381574,0.019263589123979685,204,Call,2025-11-08
1.074307958568768,1.0805142220183563,0.11920673628811461,0.04310711142719922,326,Call,2026-03-10
1.2303904915811104,1.2589552534838684,0.1033096154860689,0.007778164690597645,350,Call,2026-04-03
1.067956456725328,1.228297709482555,0.0593732908637054,0.030386590257470116,112,Call,2025-08-08
1.055955988761696,1.2493499355098163,0.09063373690338515,0.010723785472717812,351,Put,2026-04-04
1.0763586992381051,1.1706488377289812,0.12998036069166488,0.008118004314578675,28,Put,2025-05-16
1.1427301693302263,1.237996007660284,0.16414499225309143,0.02282610187014162,129,Put,2025-08-25
1.1700510681102092,1.205969298194838,0.08709679605640455,0.046564818574118844,106,Call,2025-08-02
1.1381358385157823,1.243192541101064,0.06830826519867246,0.036535543769836164,334,Put,2026-03-18
1.2491759074892543,1.2747929309056494,0.07645074156073672,0.04666370191822205,110,Put,2025-08-06
1.1487737068217263,1.0506578041674008,0.24445282714953143,0.04392527550590973,267,Put,2026-01-10
1.217130298080774,1.102040928447777,0.19672789882211578,0.005447002458991008,318,Call,2026-03-02
1.1513827892783832,1.2753617786081302,0.08352945343283918,0.04021667628459996,243,Put,2025-12-17
1.1991226128880272,1.2501090338824659,0.17154891220345225,0.008912152315973027,207,Put,2025-11-11
1.2431584364696129,1.2563223499703842,0.13548235341402215,0.0257699047882745,59,Call,2025-06-16
1.2027472128523784,1.1620042426171242,0.06493800338758063,0.009018810997390643,118,Put,2025-08-14
1.2401534107022656,1.2994041652953667,0.0547933993406889,0.04076651481831868,153,Put,2025-09-18
1.202525714826695,1.1043271452033345,0.08669101677738783,0.02471853769111462,92,Call,2025-07-19
1.1141662573275684,1.112627226162343,0.12012346030088178,0.012291633602767022,172,Call,2025-10-07
1.2339488985867044,1.13349520334386,0.17916807630108691,0.009304971080787372,133,Call,2025-08-29
1.130061042043487,1.0705863871210246,0.13894083827159087,0.016166973250293714,328,Put,2026-03-12
1.193673834903298,1.1184720015211798,0.09939532557695732,0.04355988477947229,244,Call,2025-12-18
1.1712061778745084,1.196560206947935,0.2399982870730662,0.043119686061602484,89,Put,2025-07-16
1.2042687177349092,1.1042866425704663,0.09229793053119939,0.008056945316001873,279,Put,2026-01-22
1.2021004003001425,1.2751354795505032,0.07308435771333684,0.03596055962694958,51,Put,2025-06-08
1.1592166799739378,1.1560345803053995,0.1066870723022213,0.0008657885904328589,230,Call,2025-12-04
1.1610031005111785,1.2739365967380514,0.10844920487133546,0.013067490639455115,138,Put,2025-09-03
1.0631233310970114,1.1406776143380033,0.14665921962501888,0.026373853427766727,283,Call,2026-01-26
1.2351627096971245,1.1045760248029781,0.07390049385924198,0.04003817989458515,150,Call,2025-09-15
1.205217562449563,1.1183298937159913,0.20187932806929332,0.04891168007286913,302,Put,2026-02-14
1.1554997329111414,1.227529474254681,0.1888570341969218,0.042093918104969805,72,Call,2025-06-29
1.1272251238337798,1.2504424864659023,0.20894168569640503,0.049349892787003496,272,Call,2026-01-15
1.2186697787095597,1.0654481683590546,0.1744513479643023,0.014270925073675273,37,Put,2025-05-25
1.1554445617390219,1.2651750464014535,0.1921916413405163,0.034280044389070445,2,Put,2025-04-20
1.1116737998668746,1.290152918956069,0.2200408753979647,0.0431699772118094,273,Call,2026-01-16
1.0842217648745087,1.207842734611689,0.05684096960589516,0.022114321838025055,265,Call,2026-01-08
1.063601900674796,1.1506041132699698,0.10011206363907399,0.013740267043063343,291,Put,2026-02-03
1.1944824144401605,1.2220672181845544,0.23567532095630894,0.007569084255358233,178,Call,2025-10-13
1.0863734483123122,1.0948371773712373,0.15640987140253781,0.023916347166096686,165,Put,2025-09-30
1.1967010509784797,1.0826179931373459,0.14984983595844611,0.04513935820981947,130,Put,2025-08-26
1.1868490676397179,1.1955043549552673,0.12208464885677417,0.0014461371944580637,240,Put,2025-12-14
1.1413800595970285,1.1731052783447533,0.22802834337686295,0.039008319496782407,152,Call,2025-09-17
1.219498179497125,1.0938466592431122,0.05868273014669339,0.004419877779173631,19,Put,2025-05-07
1.2119596959244634,1.120263572860246,0.1333111062139711,0.012190692234984923,290,Put,2026-02-02
1.071636447210128,1.0522009065550508,0.2055581555931158,0.027208107634946854,186,Put,2025-10-21
1.1052953400392753,1.0749099136934062,0.106694611639633,0.048357046211281354,345,Call,2026-03-29
1.1868401555472181,1.1536086820418792,0.19265203147164237,0.011187423723390162,2,Put,2025-04-20
1.1544518027186994,1.0735876240718538,0.07600732561683583,0.018676290880576703,217,Call,2025-11-21
1.1268196568656237,1.228277894925752,0.11116771114703752,0.027191255137945743,23,Call,2025-05-11
1.249377343720942,1.1339247529889527,0.2270702919965899,0.029283799926631555,238,Call,2025-12-12
1.0704563740684405,1.2245944177883517,0.05546535314031114,0.012734750551742835,195,Put,2025-10-30
1.1290978026383742,1.1647552774160892,0.18721865105567204,0.01738579930512643,236,Call,2025-12-10
1.1990076491541024,1.2215840751325249,0.09042267903732444,0.01227601816038817,361,Call,2026-04-14
1.052013480104351,1.2917416197935372,0.10266393820450209,0.006434185440607499,34,Call,2025-05-22
1.1971411668931513,1.275435197513768,0.2184715499456673,0.02223092795369871,121,Call,2025-08-17
1.1343382478211153,1.1422559956047698,0.11690520233884259,0.04035080992511206,252,Call,2025-12-26
1.086854433737183,1.1298721497725637,0.21936970224569485,0.045376572343709745,284,Put,2026-01-27
1.23503647874873,1.275350848530077,0.10058353471658506,0.031091277379289125,103,Put,2025-07-30
1.1069183217625147,1.1265731461954567,0.19071231136934,0.040963045541804265,312,Call,2026-02-24
1.1347071502603068,1.065118447878765,0.1193860691933219,0.012759688507472389,89,Call,2025-07-16
1.0752066427763176,1.221218981838565,0.07446798933685242,0.023744198837965975,306,Put,2026-02-18
1.1944022131683658,1.0566648832451562,0.12405862566825845,0.034683663031129894,182,Put,2025-10-17
1.054927420834636,1.2761444706102785,0.1702447224477073,0.02015331444454657,281,Call,2026-01-24
1.129050193288558,1.222380520826352,0.13559824652794975,0.00944399485838906,70,Put,2025-06-27
1.10344559487301,1.1613520074550379,0.1778307863939369,0.0035533085828933,312,Put,2026-02-24
1.0507524168531273,1.2041331606618235,0.24274356293140187,0.01044978231455075,199,Call,2025-11-03
1.1590446502082035,1.2950070767615114,0.05878078347686244,0.029180311802160127,53,Call,2025-06-10
1.235904841989754,1.244578466349878,0.23982494225928025,0.021922409069338455,260,Put,2026-01-03
1.1451990883994332,1.1294471798868104,0.06811471958724842,0.029826423087128948,231,Call,2025-12-05
1.2261147462809123,1.2517941149818723,0.24910020515670417,0.022288259168412813,143,Call,2025-09-08
1.0559468643662875,1.2823412290000709,0.19846056499908546,0.0007315841659153666,317,Call,2026-03-01
1.20908405097305,1.1135403870174836,0.07546360588907258,0.023632899080079414,100,Put,2025-07-27
1.1439396708340033,1.1556756060708973,0.09531839952610198,0.03809440976043088,264,Put,2026-01-07
1.1886199958479926,1.1773413862907347,0.17838884566409477,0.007382789468305501,188,Call,2025-10-23
1.1376351471933572,1.2368281856942205,0.214904515024443,0.007519725744566875,237,Put,2025-12-11
1.2353751721162274,1.1109832261661967,0.159905387892893,0.02572236482529683,173,Put,2025-10-08
1.1986226111861096,1.2240724041473314,0.11685055072756889,0.02316941753752479,331,Call,2026-03-15
1.091119211472398,1.0588323039381893,0.2212424076528149,0.0038176167881949497,134,Put,2025-08-30
1.1782598479253026,1.1795369822450852,0.1008607869038995,0.014958348194213262,230,Call,2025-12-04
1.0621015950674422,1.1776375727194368,0.15130002774028506,0.03224942863654943,96,Put,2025-07-23
1.2008157975605709,1.1976010539337207,0.13541081807628416,0.03761167936403368,100,Put,2025-07-27
1.1818235009846887,1.1328121122172776,0.07673939933673511,0.03350578762026571,299,Call,2026-02-11
1.0995797960072495,1.1693231088131821,0.0624960905710404,0.03025747835906179,147,Call,2025-09-12
1.2331409969120155,1.0578641846938028,0.09363957361940761,0.026105167874742475,352,Put,2026-04-05
1.1228489861807198,1.2420049705919483,0.06595091673336387,0.04325898134721107,325,Call,2026-03-09
1.1618105934976883,1.175882127889453,0.22015410696677185,0.027328335505034607,300,Put,2026-02-12
1.172979886702882,1.1744557766471102,0.22669115624105712,0.023325852640843844,19,Call,2025-05-07
1.1800360714707847,1.2609164627234422,0.23292647810697079,0.027027810013301595,75,Put,2025-07-02
1.2233876010084666,1.1349017882895338,0.09146323334727272,0.04982823218153122,219,Call,2025-11-23
1.239396980579553,1.2374360316361779,0.06849843544759453,0.04291195124617664,338,Put,2026-03-22
1.1659762302482823,1.1902962735044473,0.2275898410385959,0.03523342179316613,54,Put,2025-06-11
1.2476273001234244,1.1213499962662559,0.2103390061054337,0.04312638155135178,121,Call,2025-08-17
1.0518587271589703,1.196764638835068,0.20031222720622371,0.028653648304529395,151,Call,2025-09-16
1.1011027735164605,1.0916478613750846,0.07615176321257332,0.046119672901331316,80,Call,2025-07-07
1.1178351009637382,1.223429286036367,0.20216012637640834,0.04084003062713897,159,Call,2025-09-24
1.1887617564096453,1.2853869525488075,0.14490673682977745,0.005218849255591119,75,Put,2025-07-02
1.0678149847582938,1.2012867801631588,0.14360572870435848,0.011297287495706361,58,Call,2025-06-15
1.053974399390833,1.0799447638743553,0.13950496474469343,0.031045500100455998,266,Put,2026-01-09
1.0544896699456388,1.1071921631522577,0.09785564712902475,0.029012060024088744,27,Call,2025-05-15
1.2160474777935408,1.2284761414373127,0.05131912315195504,0.012861684939244207,132,Call,2025-08-28
1.2248211661814674,1.0832370505956426,0.20076645736984472,0.01446241181413479,95,Call,2025-07-22
1.1795705751856753,1.1690955840842983,0.16632138997592305,0.016823630894039626,140,Put,2025-09-05
1.1902425035089303,1.0694955163473907,0.10978336724066556,0.009757420908994674,132,Put,2025-08-28
1.1102239100616265,1.1829613709575286,0.18944389749225013,0.046652709893432426,295,Put,2026-02-07
1.1873883566693872,1.1749375747515205,0.12262051036221194,0.007182262909988313,80,Put,2025-07-07
1.0960941534438173,1.072311742467128,0.2389190167140216,0.039608620663183505,234,Put,2025-12-08
1.0945366073641596,1.093162860429262,0.19829736288333355,0.01580432991293129,133,Call,2025-08-29
1.2064757279411442,1.2538256919737913,0.21437556388295798,0.023128493221122877,279,Put,2026-01-22
1.2371555739746132,1.0822638939276774,0.11672509850435608,0.036411318269219776,252,Put,2025-12-26
1.2402724984103755,1.2249723295088508,0.22554194456903764,0.012039917020892694,7,Put,2025-04-25
1.1785424249422483,1.2056764261426733,0.17728141823430366,0.02300855412364355,294,Call,2026-02-06
1.1061479446858287,1.1454482204699126,0.12497662381667485,0.048344337683556775,146,Call,2025-09-11
1.1748731891300925,1.0587333717935083,0.17262991040713324,0.016608307969419846,148,Call,2025-09-13
1.0807835261185639,1.1842446302636882,0.23514571881586285,0.00031106070407020404,123,Call,2025-08-19
1.1436744256157358,1.232451969989852,0.23158635983582945,0.012045111450386831,198,Put,2025-11-02
1.2207209306634896,1.180596395309477,0.1613873524052144,0.043855720865117576,135,Call,2025-08-31
1.0536219674211815,1.152262419706284,0.07252901959830725,0.020497319749320054,19,Call,2025-05-07
1.1256528488222952,1.254102229956105,0.21238816940015226,0.024930552692308955,98,Put,2025-07-25
1.1536047401809733,1.0600491871021167,0.10200608313121161,0.031161791108860384,114,Put,2025-08-10
1.1752551996177492,1.2828143883838865,0.21944907087692317,0.040207993755899674,122,Call,2025-08-18
1.096604687688444,1.1408977017350066,0.13488870317768728,0.04946337848605806,245,Call,2025-12-19
1.208166659819332,1.2262648620323846,0.23852510367716434,0.041506485858678666,249,Put,2025-12-23
1.0550860462750684,1.251991423167856,0.20036732881859798,0.014990371723831449,168,Call,2025-10-03
1.2439765918369279,1.1693502925563939,0.09295463591297089,0.0426479425715081,103,Put,2025-07-30
1.201504470246831,1.212168989783923,0.13951161483706495,0.012076102129375023,118,Call,2025-08-14
1.1542619172216222,1.1042709655910434,0.08917231315776858,0.004259098264437456,344,Call,2026-03-28
1.0858971400357407,1.2545345940941068,0.19658415805924034,0.021389736124515713,238,Call,2025-12-12
1.1605292584526772,1.1085627420485245,0.11800036197966857,0.03820282651189402,360,Put,2026-04-13
1.1261853899973335,1.101403369291864,0.18678644311649886,0.00027230108682492206,242,Call,2025-12-16
1.2434172367863503,1.0547764358453762,0.11275860060788673,0.007924650881167927,198,Put,2025-11-02
1.0686775558609667,1.1002500920605258,0.21127458881560313,0.04225612243731635,75,Put,2025-07-02
1.1488487954323012,1.2679311298611022,0.16508014669336193,0.022771619622722547,332,Put,2026-03-16
1.134436507092567,1.1121295465190353,0.09567578883815087,0.04587268792646123,140,Put,2025-09-05
1.115124148520462,1.1606474612176465,0.18515868530138044,0.015810797675533735,153,Call,2025-09-18
1.1249878964206936,1.2206719202426286,0.09093181253213407,0.01393129485102404,225,Put,2025-11-29
1.244411355846734,1.2426218782943663,0.09285818149729463,0.048322941231254,349,Call,2026-04-02
